pedido_id,data_pedido,produto,categoria,uf,canal,quantidade,preco_unitario,desconto_pct,valor_total,cliente_recorrente,avaliacao
PED-103466,11/06/2025,Mouse Sem Fio,Periféricos,PR,E-commerce,3,"R$ 159,30","10,8%","R$ 601,83",sim,4.0
PED-103467,02/10/2024,Mouse Sem Fio,Periféricos,MG,Televendas,2,"R$ 176,62","4,5%","R$ 301,01",sim,
PED-103468,21/03/2025,Headset,Áudio,SP,E-commerce,1,"R$ 349,07","7,1%","R$ 472,37",nao,2.0
PED-103469,16/10/2024,Mouse Sem Fio,Periféricos,SP,,6,"R$ 180,72","6,7%","R$ 902,73",nao,1.0
PED-103470,02/03/2025,Mesa Ajustável,Mobiliário,MG,Loja Física,1,"R$ 2.368,61","10,2%","R$ 3.098,01",sim,2.0
PED-103471,23/09/2024,Mouse Sem Fio,Periféricos,PR,Televendas,2,"R$ 201,47","3,3%","R$ 355,84",sim,3.0
PED-103472,11/11/2024,Headset,Áudio,MG,Marketplace,1,"R$ 367,05","8,5%","R$ 315,26",sim,4.0
PED-103473,01/06/2024,Cadeira Ergo,Mobiliário,RS,Televendas,2,"R$ 1.842,19","13,7%","R$ 3.813,84",nao,3.0
PED-103474,10/02/2025,Mouse Sem Fio,Periféricos,SP,Televendas,1,"R$ 177,37","0,0%","R$ 237,83",nao,5.0
PED-103475,01/09/2025,Mesa Ajustável,Mobiliário,RJ,E-commerce,3,"R$ 2.454,02","13,6%","R$ 6.792,67",sim,1.0
PED-103476,14/08/2024,Mouse Sem Fio,Periféricos,RJ,Marketplace,5,"R$ 196,58","6,8%","R$ 525,97",nao,2.0
PED-103477,13/02/2024,Mesa Ajustável,Mobiliário,PE,E-commerce,2,"R$ 2.413,10","7,5%","R$ 5.032,66",sim,2.0
PED-103478,29/03/2025,Cadeira Ergo,Mobiliário,RJ,Televendas,3,"R$ 1.941,35","5,4%","R$ 8.032,43",nao,3.0
PED-103479,11/05/2024,Headset,Áudio,SP,Televendas,5,"R$ 326,21","5,5%","R$ 1.952,16",sim,3.0
PED-103480,21/03/2025,Headset,Áudio,MG,E-commerce,1,"R$ 339,21","5,2%","R$ 468,45",nao,5.0
PED-103481,27/02/2025,Mouse Sem Fio,Periféricos,SP,Televendas,4,"R$ 169,63","17,4%","R$ 751,52",sim,5.0
PED-103482,30/08/2025,"Monitor 27""",Periféricos,PE,E-commerce,3,"R$ 1.350,86","13,3%","R$ 4.077,63",sim,1.0
PED-103483,12/01/2025,"Monitor 27""",Periféricos,SP,Televendas,3,"R$ 1.354,24","11,5%","R$ 4.287,11",sim,1.0
PED-103484,18/03/2024,Cadeira Ergo,Mobiliário,BA,E-commerce,2,"R$ 1.825,55","9,7%","R$ 4.049,05",nao,2.0
PED-103485,27/06/2024,Webcam HD,Áudio,GO,Loja Física,2,"R$ 300,74","4,9%","R$ 685,45",nao,5.0
PED-103486,22/06/2024,"Monitor 27""",Periféricos,RJ,Televendas,1,"R$ 1.391,96","11,8%","R$ 1.471,74",nao,4.0
PED-103487,22/08/2025,"Monitor 27""",Periféricos,MG,Marketplace,4,"R$ 1.398,98","10,4%","R$ 5.816,34",sim,1.0
PED-103488,04/07/2025,Notebook Pro,Computadores,RJ,E-commerce,3,"R$ 6.592,51","5,8%","R$ 23.990,39",sim,5.0
PED-103489,19/09/2024,Mouse Sem Fio,Periféricos,PR,Televendas,1,"R$ 187,13","4,1%","R$ 163,93",sim,5.0
PED-103490,15/07/2025,"Monitor 27""",Periféricos,RJ,E-commerce,2,"R$ 1.588,29","14,6%","R$ 3.493,83",nao,1.0
PED-103491,16/01/2025,"Monitor 27""",Periféricos,MG,Loja Física,2,"R$ 1.559,76","4,4%","R$ 3.555,65",nao,3.0
PED-103492,20/07/2024,Notebook Pro,Computadores,SP,E-commerce,1,"R$ 6.814,93","3,5%","R$ 7.207,34",sim,3.0
PED-103493,28/02/2024,Teclado Mecânico,Periféricos,BA,Televendas,5,"R$ 369,12","9,3%","R$ 1.888,34",sim,
PED-103494,07/08/2025,Notebook Pro,Computadores,RJ,E-commerce,3,"R$ 6.684,42","6,2%","R$ 21.827,15",sim,3.0
PED-103495,24/07/2025,Teclado Mecânico,Periféricos,MG,Marketplace,2,"R$ 446,17","0,0%","R$ 1.149,33",sim,2.0
PED-103496,22/04/2025,Webcam HD,Áudio,SP,Televendas,2,"R$ 281,38","0,0%","R$ 851,34",nao,2.0
PED-103497,06/03/2024,Notebook Pro,Computadores,RS,Marketplace,1,"R$ 6.472,48","13,8%","R$ 6.854,35",sim,4.0
PED-103498,22/12/2024,"Monitor 27""",Periféricos,SC,E-commerce,3,"R$ 1.431,17","9,7%","R$ 4.058,79",sim,4.0
PED-103499,09/09/2024,Teclado Mecânico,Periféricos,SP,Televendas,2,"R$ 407,07","6,6%","R$ 694,30",sim,1.0
PED-103500,12/03/2025,Mesa Ajustável,Mobiliário,SP,,2,"R$ 2.508,98","8,2%","R$ 6.712,15",sim,3.0
PED-103501,20/07/2025,Webcam HD,Áudio,CE,E-commerce,2,"R$ 319,50","9,7%","R$ 743,20",sim,2.0
PED-103502,08/12/2024,Teclado Mecânico,Periféricos,SC,Televendas,3,"R$ 410,08","0,6%","R$ 1.279,78",sim,3.0
PED-103503,27/08/2025,"Monitor 27""",Periféricos,RJ,Marketplace,1,"R$ 1.444,35","8,6%","R$ 1.532,84",sim,5.0
PED-103504,03/05/2024,Notebook Pro,Computadores,RS,Televendas,6,"R$ 6.701,04","2,0%","R$ 49.906,69",sim,3.0
PED-103505,01/08/2025,Cadeira Ergo,Mobiliário,RJ,E-commerce,6,"R$ 2.179,98","6,2%","R$ 14.240,69",sim,2.0
PED-103506,12/07/2025,"Monitor 27""",Periféricos,MG,E-commerce,2,"R$ 1.454,19","10,5%","R$ 3.353,31",sim,4.0
PED-103507,13/06/2025,Mouse Sem Fio,Periféricos,SP,Loja Física,1,"R$ 177,91","14,3%","R$ 215,28",sim,4.0
PED-103508,01/09/2025,Headset,Áudio,SP,Loja Física,4,"R$ 338,80","5,5%","R$ 1.367,87",sim,2.0
PED-103509,29/05/2024,Mouse Sem Fio,Periféricos,SP,E-commerce,3,"R$ 181,81","13,9%","R$ 594,57",sim,3.0
PED-103510,03/05/2024,"Monitor 27""",Periféricos,CE,Marketplace,4,"R$ 1.404,17","6,2%","R$ 6.672,73",sim,5.0
PED-103511,21/01/2024,Headset,Áudio,MG,Loja Física,1,"R$ 310,79","1,4%","R$ 306,45",sim,5.0
PED-103512,29/04/2025,Headset,Áudio,SP,E-commerce,1,"R$ 349,56","5,0%","R$ 502,33",nao,5.0
PED-103513,16/10/2024,Headset,Áudio,MG,E-commerce,3,"R$ 337,24","3,7%","R$ 869,20",nao,2.0
PED-103514,05/07/2024,Teclado Mecânico,Periféricos,CE,E-commerce,1,"R$ 456,87","3,4%","R$ 483,74",sim,2.0
PED-103515,10/02/2024,Webcam HD,Áudio,SP,Televendas,5,"R$ 283,17","9,1%","R$ 1.452,07",sim,3.0
PED-103516,18/06/2024,Webcam HD,Áudio,CE,Marketplace,3,"R$ 310,51","5,3%","R$ 1.057,82",sim,4.0
PED-103517,06/09/2025,Cadeira Ergo,Mobiliário,PE,E-commerce,1,"R$ 1.991,00","7,6%","R$ 1.964,76",nao,2.0
PED-103518,15/02/2024,Mesa Ajustável,Mobiliário,SP,E-commerce,1,"R$ 2.384,38","0,0%","R$ 2.689,00",nao,1.0
PED-103519,06/01/2024,Cadeira Ergo,Mobiliário,MG,Loja Física,3,"R$ 1.984,02","4,3%","R$ 5.693,50",sim,4.0
PED-103520,09/06/2024,"Monitor 27""",Periféricos,PR,Televendas,4,"R$ 1.399,33","7,5%","R$ 6.207,73",sim,1.0
PED-103521,27/07/2024,Headset,Áudio,RJ,E-commerce,2,"R$ 338,06","12,8%","R$ 646,01",sim,5.0
PED-103522,06/05/2024,Cadeira Ergo,Mobiliário,RS,Televendas,2,"R$ 1.847,38","8,0%","R$ 4.304,31",sim,4.0
PED-103523,10/05/2024,Cadeira Ergo,Mobiliário,SP,E-commerce,3,"R$ 1.983,26","11,3%","R$ 6.684,11",sim,5.0
PED-103524,13/12/2024,Cadeira Ergo,Mobiliário,SP,Marketplace,3,"R$ 1.987,32","5,6%","R$ 5.891,77",nao,5.0
PED-103525,09/01/2024,Webcam HD,Áudio,SP,E-commerce,2,"R$ 299,32","8,5%","R$ 547,87",sim,1.0
PED-103526,20/09/2025,Headset,Áudio,RJ,E-commerce,2,"R$ 358,37","3,6%","R$ 738,48",nao,2.0
PED-103527,15/11/2024,Teclado Mecânico,Periféricos,MG,Marketplace,4,"R$ 416,99","1,4%","R$ 1.544,23",sim,3.0
PED-103528,23/08/2024,"Monitor 27""",Periféricos,PR,Marketplace,7,"R$ 1.503,75","14,4%","R$ 5.170,01",sim,2.0
PED-103529,18/02/2024,"Monitor 27""",Periféricos,RS,Marketplace,3,"R$ 1.426,75","13,3%","R$ 4.183,37",nao,2.0
PED-103530,04/05/2024,Headset,Áudio,SP,Televendas,3,"R$ 341,40","7,7%","R$ 1.197,70",sim,3.0
PED-103531,29/07/2025,Mesa Ajustável,Mobiliário,SP,E-commerce,3,"R$ 2.503,79","6,3%","R$ 9.060,39",sim,1.0
PED-103532,02/08/2024,Mesa Ajustável,Mobiliário,SC,Marketplace,3,"R$ 2.348,05","16,7%","R$ 3.366,22",sim,5.0
PED-103533,16/03/2025,Notebook Pro,Computadores,SP,Loja Física,3,"R$ 7.295,86","11,3%","R$ 28.294,36",sim,5.0
PED-103534,14/04/2024,Cadeira Ergo,Mobiliário,MG,E-commerce,1,"R$ 2.150,25","2,6%","R$ 2.676,68",sim,1.0
PED-103535,24/08/2024,Webcam HD,Áudio,SP,Loja Física,3,"R$ 309,58","5,8%","R$ 502,13",sim,1.0
PED-103536,27/07/2024,Notebook Pro,Computadores,GO,Televendas,3,"R$ 6.315,01","12,8%","R$ 18.095,89",nao,3.0
PED-103537,22/06/2025,"Monitor 27""",Periféricos,PR,Televendas,2,"R$ 1.527,21","6,9%","R$ 4.015,48",nao,4.0
PED-103538,12/09/2024,"Monitor 27""",Periféricos,RS,E-commerce,3,"R$ 1.538,85","0,0%","R$ 4.215,32",nao,1.0
PED-103539,24/05/2025,Notebook Pro,Computadores,RJ,E-commerce,1,"R$ 6.293,98","4,7%","R$ 8.971,78",nao,4.0
PED-103540,13/08/2025,Webcam HD,Áudio,PR,Loja Física,3,"R$ 313,50","18,5%","R$ 889,93",sim,3.0
PED-103541,27/07/2024,"Monitor 27""",Periféricos,RS,Loja Física,1,"R$ 1.477,18","3,8%","R$ 1.557,47",sim,1.0
PED-103542,15/05/2024,Headset,Áudio,RJ,Televendas,4,"R$ 339,61","8,5%","R$ 1.573,83",nao,5.0
PED-103543,26/06/2025,Cadeira Ergo,Mobiliário,SC,E-commerce,1,"R$ 2.019,63","0,0%","R$ 2.851,55",nao,2.0
PED-103544,16/08/2025,Webcam HD,Áudio,SP,Televendas,3,"R$ 291,79","11,0%","R$ 904,06",nao,1.0
PED-103545,17/08/2025,Teclado Mecânico,Periféricos,SC,Marketplace,1,"R$ 425,37","14,5%","R$ 422,08",sim,5.0
PED-103546,25/03/2024,Teclado Mecânico,Periféricos,SP,Televendas,2,"R$ 423,46","15,2%","R$ 882,72",sim,3.0
PED-103547,31/01/2025,Mesa Ajustável,Mobiliário,SP,E-commerce,1,"R$ 2.125,53","13,3%","R$ 2.196,31",sim,2.0
PED-103548,15/03/2024,Notebook Pro,Computadores,SP,,5,"R$ 6.808,71","13,3%","R$ 36.264,30",sim,5.0
PED-103549,13/08/2024,"Monitor 27""",Periféricos,BA,Loja Física,8,"R$ 1.359,90","8,2%","R$ 5.732,40",nao,2.0
PED-103550,17/09/2024,Mouse Sem Fio,Periféricos,MG,Loja Física,1,"R$ 190,02","9,7%","R$ 156,75",nao,5.0
PED-103551,30/07/2025,Cadeira Ergo,Mobiliário,SP,Loja Física,3,"R$ 1.893,21","2,4%","R$ 7.139,88",nao,1.0
PED-103552,14/04/2025,Mesa Ajustável,Mobiliário,RJ,Televendas,4,"R$ 2.486,25","9,1%","R$ 13.673,63",nao,4.0
PED-103553,26/08/2025,Mouse Sem Fio,Periféricos,PE,Marketplace,2,"R$ 186,68","9,0%","R$ 394,33",sim,5.0
PED-103554,18/06/2025,Notebook Pro,Computadores,PR,Televendas,1,"R$ 7.118,48","8,9%","R$ 9.159,20",nao,2.0
PED-103555,10/08/2024,Cadeira Ergo,Mobiliário,GO,E-commerce,1,"R$ 2.000,48","9,0%","R$ 1.045,12",sim,3.0
PED-103556,07/07/2025,Mesa Ajustável,Mobiliário,BA,Marketplace,3,"R$ 2.365,38","8,1%","R$ 8.401,28",sim,5.0
PED-103557,25/02/2024,Mesa Ajustável,Mobiliário,RJ,Televendas,1,"R$ 2.556,41","8,5%","R$ 2.637,28",sim,3.0
PED-103558,08/05/2024,Cadeira Ergo,Mobiliário,RJ,E-commerce,3,"R$ 1.858,80","9,3%","R$ 6.405,78",sim,1.0
PED-103559,09/07/2025,Webcam HD,Áudio,SP,Loja Física,7,"R$ 312,66","12,3%","R$ 2.472,82",sim,2.0
PED-103560,05/02/2024,Teclado Mecânico,Periféricos,RJ,E-commerce,1,"R$ 451,94","11,5%","R$ 450,98",sim,2.0
PED-103561,01/03/2025,Webcam HD,Áudio,SC,Marketplace,2,"R$ 297,75","12,9%","R$ 755,54",nao,2.0
PED-103562,24/07/2025,Mouse Sem Fio,Periféricos,SP,Marketplace,1,"R$ 178,01","5,4%","R$ 216,82",nao,2.0
PED-103563,28/05/2024,Notebook Pro,Computadores,SP,Loja Física,4,"R$ 6.690,70","6,8%","R$ 31.591,79",nao,2.0
PED-103564,22/03/2025,Mesa Ajustável,Mobiliário,SC,Loja Física,1,"R$ 2.407,91","0,4%","R$ 3.494,53",sim,2.0
PED-103565,28/12/2024,Notebook Pro,Computadores,PE,E-commerce,4,"R$ 6.555,10","4,6%","R$ 26.189,41",sim,2.0
PED-103566,25/03/2025,Cadeira Ergo,Mobiliário,PR,Loja Física,3,"R$ 1.746,53","13,6%","R$ 6.593,63",nao,4.0
PED-103567,16/07/2024,Headset,Áudio,PR,E-commerce,4,"R$ 338,47","8,4%","R$ 1.358,85",sim,1.0
PED-103568,15/03/2024,Webcam HD,Áudio,SP,E-commerce,3,"R$ 283,59","11,1%","R$ 929,00",sim,2.0
PED-103569,11/08/2025,Cadeira Ergo,Mobiliário,SP,Marketplace,4,"R$ 1.853,96","10,5%","R$ 7.706,32",sim,
PED-103570,07/03/2024,"Monitor 27""",Periféricos,RS,Loja Física,1,"R$ 1.375,01","9,7%","R$ 1.525,90",sim,2.0
PED-103571,06/08/2024,Headset,Áudio,SP,Loja Física,1,"R$ 333,12","6,7%","R$ 178,35",sim,1.0
PED-103572,01/01/2024,Webcam HD,Áudio,CE,E-commerce,2,"R$ 296,43","6,4%","R$ 555,00",sim,4.0
PED-103573,05/05/2024,Mesa Ajustável,Mobiliário,MG,E-commerce,2,"R$ 2.350,82","0,2%","R$ 5.943,85",nao,5.0
PED-103574,21/02/2025,"Monitor 27""",Periféricos,SC,Televendas,4,"R$ 1.558,25","18,8%","R$ 6.785,20",sim,
PED-103575,28/01/2024,Cadeira Ergo,Mobiliário,SC,Televendas,2,"R$ 2.062,27","12,5%","R$ 3.610,84",sim,1.0
PED-103576,19/05/2024,Teclado Mecânico,Periféricos,SP,Loja Física,2,"R$ 391,24","10,8%","R$ 884,43",nao,1.0
PED-103577,07/08/2024,Notebook Pro,Computadores,BA,Loja Física,2,"R$ 6.207,84","10,6%","R$ 6.371,63",nao,5.0
PED-103578,31/07/2024,Teclado Mecânico,Periféricos,SC,Marketplace,1,"R$ 458,32","10,8%","R$ 447,87",nao,1.0
PED-103579,25/09/2025,Webcam HD,Áudio,MG,E-commerce,2,"R$ 292,82","9,3%","R$ 567,56",nao,1.0
PED-103580,29/04/2024,Webcam HD,Áudio,RJ,Marketplace,5,"R$ 324,49","5,2%","R$ 1.966,18",sim,1.0
PED-103581,19/05/2024,Webcam HD,Áudio,SP,Marketplace,1,"R$ 264,37","10,2%","R$ 300,61",sim,3.0
PED-103582,30/04/2025,Teclado Mecânico,Periféricos,SP,Loja Física,3,"R$ 439,82","3,7%","R$ 1.921,99",sim,
PED-103583,20/10/2024,Cadeira Ergo,Mobiliário,RJ,Loja Física,2,"R$ 1.941,92","7,1%","R$ 3.220,44",sim,5.0
PED-103584,14/11/2024,Teclado Mecânico,Periféricos,RS,Marketplace,4,"R$ 428,20","8,4%","R$ 1.473,22",sim,3.0
PED-103585,14/09/2025,Notebook Pro,Computadores,PR,Televendas,1,"R$ 6.849,41","8,2%","R$ 6.720,21",sim,4.0
PED-103586,11/05/2024,"Monitor 27""",Periféricos,SC,Televendas,1,"R$ 1.549,06","12,4%","R$ 1.718,61",sim,1.0
PED-103587,05/01/2024,Notebook Pro,Computadores,RJ,Loja Física,2,"R$ 6.776,78","4,2%","R$ 12.990,92",nao,4.0
PED-103588,17/07/2025,Webcam HD,Áudio,RJ,Loja Física,1,"R$ 316,71","1,9%","R$ 400,20",sim,3.0
PED-103589,07/07/2024,Teclado Mecânico,Periféricos,SP,Televendas,2,"R$ 413,44","6,6%","R$ 846,03",sim,4.0
PED-103590,23/07/2024,Mesa Ajustável,Mobiliário,SP,E-commerce,4,"R$ 2.654,49","7,6%","R$ 10.757,03",nao,3.0
PED-103591,09/06/2025,Mouse Sem Fio,Periféricos,RS,Televendas,3,"R$ 170,25","15,5%","R$ 609,37",sim,4.0
PED-103592,03/02/2025,Mesa Ajustável,Mobiliário,CE,Televendas,3,"R$ 2.217,83","0,0%","R$ 8.921,52",sim,2.0
PED-103593,02/03/2024,Webcam HD,Áudio,PE,Marketplace,4,"R$ 267,21","17,1%","R$ 1.089,03",sim,4.0
PED-103594,25/07/2025,Headset,Áudio,RJ,E-commerce,1,"R$ 339,83","13,6%","R$ 378,20",nao,2.0
PED-103595,17/08/2025,Notebook Pro,Computadores,PR,Televendas,2,"R$ 7.548,54","0,0%","R$ 17.521,06",nao,5.0
PED-103596,06/01/2024,Cadeira Ergo,Mobiliário,SP,Televendas,2,"R$ 1.917,94","16,8%","R$ 3.192,27",nao,4.0
PED-103597,18/06/2025,Mesa Ajustável,Mobiliário,BA,Televendas,1,"R$ 2.465,63","5,8%","R$ 3.278,18",sim,4.0
PED-103598,22/04/2024,"Monitor 27""",Periféricos,MG,E-commerce,1,"R$ 1.439,50","5,2%","R$ 1.744,59",sim,1.0
PED-103599,01/04/2024,Headset,Áudio,SP,Loja Física,1,"R$ 315,72","16,3%","R$ 337,70",sim,4.0
PED-103600,04/05/2025,"Monitor 27""",Periféricos,SP,Televendas,3,"R$ 1.364,76","0,0%","R$ 6.122,19",sim,
PED-103601,14/01/2025,Mouse Sem Fio,Periféricos,MG,E-commerce,4,"R$ 186,19","6,4%","R$ 830,82",sim,3.0
PED-103602,06/10/2024,Cadeira Ergo,Mobiliário,RJ,Loja Física,1,"R$ 1.832,25","5,7%","R$ 1.541,92",nao,4.0
PED-103603,21/12/2024,Notebook Pro,Computadores,SP,Loja Física,3,"R$ 6.909,14","8,2%","R$ 19.907,62",sim,4.0
PED-103604,08/05/2024,Headset,Áudio,SP,Loja Física,1,"R$ 362,89","9,9%","R$ 414,00",sim,5.0
PED-103605,19/03/2025,Mesa Ajustável,Mobiliário,SC,,2,"R$ 2.549,30","10,6%","R$ 6.642,57",sim,1.0
PED-103606,15/08/2024,Cadeira Ergo,Mobiliário,SC,Loja Física,6,"R$ 1.910,65","1,7%","R$ 6.468,94",sim,1.0
PED-103607,15/07/2024,Webcam HD,Áudio,SC,Televendas,2,"R$ 296,97","13,1%","R$ 565,79",nao,1.0
PED-103608,23/12/2024,Mouse Sem Fio,Periféricos,PR,Televendas,1,"R$ 182,40","13,3%","R$ 165,57",sim,1.0
PED-103609,02/09/2024,Teclado Mecânico,Periféricos,RS,E-commerce,2,"R$ 372,38","10,7%","R$ 607,47",sim,4.0
PED-103610,11/02/2024,Webcam HD,Áudio,SP,E-commerce,4,"R$ 281,59","0,6%","R$ 1.263,03",sim,5.0
PED-103611,03/06/2024,Cadeira Ergo,Mobiliário,BA,Televendas,1,"R$ 1.955,29","12,5%","R$ 2.050,49",nao,3.0
PED-103612,18/09/2025,Notebook Pro,Computadores,SC,Marketplace,2,"R$ 6.976,57","7,5%","R$ 13.786,50",sim,2.0
PED-103613,05/07/2024,Teclado Mecânico,Periféricos,PE,Loja Física,1,"R$ 378,85","3,8%","R$ 399,52",sim,5.0
PED-103614,10/09/2024,Headset,Áudio,SP,Loja Física,1,"R$ 309,34","13,1%","R$ 245,45",sim,1.0
PED-103615,22/04/2024,Mouse Sem Fio,Periféricos,SP,Televendas,1,"R$ 160,35","0,0%","R$ 205,01",nao,2.0
PED-103616,03/02/2024,Mouse Sem Fio,Periféricos,PE,Marketplace,2,"R$ 171,39","9,9%","R$ 348,37",sim,4.0
PED-103617,01/08/2025,Webcam HD,Áudio,MG,Loja Física,1,"R$ 286,22","9,5%","R$ 300,61",sim,5.0
PED-103618,15/01/2025,Webcam HD,Áudio,BA,Televendas,6,"R$ 313,87","18,0%","R$ 1.839,65",sim,4.0
PED-103619,21/07/2025,Webcam HD,Áudio,RS,Loja Física,1,"R$ 293,23","8,3%","R$ 346,22",sim,3.0
PED-103620,15/06/2025,Teclado Mecânico,Periféricos,MG,Televendas,2,"R$ 384,02","1,6%","R$ 1.066,59",sim,
PED-103621,18/08/2024,Mesa Ajustável,Mobiliário,MG,Televendas,1,"R$ 2.403,83","1,1%","R$ 1.365,18",sim,4.0
PED-103622,03/11/2024,Webcam HD,Áudio,SP,Televendas,3,"R$ 295,59","10,9%","R$ 741,83",nao,2.0
PED-103623,19/03/2025,"Monitor 27""",Periféricos,MG,Marketplace,2,"R$ 1.451,82","5,2%","R$ 4.012,52",sim,2.0
PED-103624,12/05/2025,Teclado Mecânico,Periféricos,CE,Televendas,3,"R$ 426,83","5,5%","R$ 1.809,18",sim,3.0
PED-103625,09/11/2024,Cadeira Ergo,Mobiliário,SP,Televendas,2,"R$ 2.051,97","5,8%","R$ 3.629,59",sim,1.0
PED-103626,24/01/2024,Cadeira Ergo,Mobiliário,SP,E-commerce,1,"R$ 1.930,23","13,9%","R$ 1.661,51",sim,2.0
PED-103627,28/06/2024,Teclado Mecânico,Periféricos,SP,Marketplace,3,"R$ 437,67","12,0%","R$ 1.384,53",nao,5.0
PED-103628,18/07/2024,Mesa Ajustável,Mobiliário,SP,Televendas,1,"R$ 2.317,24","7,7%","R$ 2.343,23",sim,4.0
PED-103629,11/08/2024,Mesa Ajustável,Mobiliário,SP,E-commerce,2,"R$ 2.541,76","8,4%","R$ 2.672,85",sim,1.0
PED-103630,11/01/2025,Notebook Pro,Computadores,SP,Televendas,2,"R$ 7.194,80","0,0%","R$ 17.152,40",sim,3.0
PED-103631,09/09/2025,Headset,Áudio,BA,E-commerce,6,"R$ 335,16","10,2%","R$ 1.929,14",sim,1.0
PED-103632,04/04/2024,Cadeira Ergo,Mobiliário,MG,Televendas,1,"R$ 1.914,44","9,9%","R$ 2.205,82",sim,5.0
PED-103633,06/08/2024,Notebook Pro,Computadores,RS,Loja Física,4,"R$ 6.861,65","8,0%","R$ 14.486,98",sim,5.0
PED-103634,19/06/2024,"Monitor 27""",Periféricos,CE,Marketplace,2,"R$ 1.456,23","10,7%","R$ 3.117,79",nao,1.0
PED-103635,05/01/2025,Cadeira Ergo,Mobiliário,BA,Televendas,2,"R$ 1.828,00","6,3%","R$ 4.085,35",sim,2.0
PED-103636,05/06/2025,Mesa Ajustável,Mobiliário,PR,Loja Física,1,"R$ 2.501,02","9,9%","R$ 3.181,36",sim,1.0
PED-103637,27/08/2025,"Monitor 27""",Periféricos,SP,E-commerce,5,"R$ 1.506,44","10,2%","R$ 7.845,71",sim,4.0
PED-103638,20/11/2024,"Monitor 27""",Periféricos,SC,Loja Física,1,"R$ 1.428,50","8,8%","R$ 1.223,29",sim,5.0
PED-103639,09/07/2024,Headset,Áudio,PR,E-commerce,1,"R$ 324,60","14,6%","R$ 303,72",sim,3.0
PED-103640,19/05/2024,Mesa Ajustável,Mobiliário,BA,Marketplace,4,"R$ 2.071,74","0,2%","R$ 10.476,11",sim,4.0
PED-103641,01/06/2025,"Monitor 27""",Periféricos,SP,E-commerce,3,"R$ 1.684,19","8,0%","R$ 6.563,84",nao,3.0
PED-103642,30/01/2024,Headset,Áudio,BA,Marketplace,2,"R$ 364,37","5,1%","R$ 691,28",sim,2.0
PED-103643,14/03/2024,Mesa Ajustável,Mobiliário,PR,,1,"R$ 2.423,04","8,5%","R$ 2.725,23",nao,4.0
PED-103644,09/02/2024,"Monitor 27""",Periféricos,RJ,Televendas,5,"R$ 1.493,89","3,6%","R$ 8.117,21",sim,
PED-103645,14/04/2025,"Monitor 27""",Periféricos,PR,Loja Física,1,"R$ 1.442,29","9,5%","R$ 1.973,61",sim,3.0
PED-103646,29/06/2025,Mouse Sem Fio,Periféricos,SP,Marketplace,5,"R$ 188,47","7,8%","R$ 1.226,39",sim,4.0
PED-103647,31/05/2025,Cadeira Ergo,Mobiliário,SP,E-commerce,1,"R$ 1.657,58","5,9%","R$ 2.332,40",sim,1.0
PED-103648,24/06/2024,Teclado Mecânico,Periféricos,RS,E-commerce,5,"R$ 386,13","11,7%","R$ 2.044,45",sim,2.0
PED-103649,19/06/2025,Cadeira Ergo,Mobiliário,BA,Marketplace,1,"R$ 2.091,94","9,3%","R$ 2.678,75",sim,3.0
PED-103650,04/01/2024,Notebook Pro,Computadores,SP,Marketplace,2,"R$ 6.107,94","13,4%","R$ 10.575,64",sim,3.0
PED-103651,16/09/2025,Cadeira Ergo,Mobiliário,SP,Televendas,4,"R$ 1.938,81","8,5%","R$ 7.578,16",sim,5.0
PED-103652,17/01/2025,Webcam HD,Áudio,PR,Loja Física,5,"R$ 269,72","11,1%","R$ 1.429,07",nao,4.0
PED-103653,31/03/2025,Mesa Ajustável,Mobiliário,SP,Marketplace,6,"R$ 2.275,16","13,3%","R$ 17.238,00",sim,4.0
PED-103654,03/03/2024,Mesa Ajustável,Mobiliário,SP,Marketplace,2,"R$ 2.289,33","3,4%","R$ 5.435,96",nao,3.0
PED-103655,17/09/2025,Webcam HD,Áudio,RS,Loja Física,2,"R$ 280,01","13,5%","R$ 517,88",sim,3.0
PED-103656,07/09/2024,Mesa Ajustável,Mobiliário,SP,Marketplace,4,"R$ 2.379,49","3,5%","R$ 8.382,28",sim,4.0
PED-103657,27/06/2024,Teclado Mecânico,Periféricos,SC,Televendas,2,"R$ 409,22","15,0%","R$ 834,00",sim,5.0
PED-103658,28/06/2025,Mouse Sem Fio,Periféricos,SC,E-commerce,1,"R$ 181,87","7,2%","R$ 238,29",nao,
PED-103659,29/11/2024,Mouse Sem Fio,Periféricos,PR,Loja Física,1,"R$ 169,72","7,0%","R$ 148,17",nao,2.0
PED-103660,25/03/2024,Cadeira Ergo,Mobiliário,PR,Loja Física,1,"R$ 1.936,26","1,4%","R$ 2.346,12",sim,4.0
PED-103661,17/05/2024,"Monitor 27""",Periféricos,RS,E-commerce,4,"R$ 1.489,11","12,1%","R$ 6.632,71",sim,4.0
PED-103662,20/08/2024,Cadeira Ergo,Mobiliário,SP,Loja Física,2,"R$ 1.919,74","8,4%","R$ 2.018,81",nao,
PED-103663,23/02/2024,Webcam HD,Áudio,RS,Marketplace,3,"R$ 254,51","11,1%","R$ 765,22",nao,1.0
PED-103664,20/11/2024,"Monitor 27""",Periféricos,SP,E-commerce,1,"R$ 1.272,05","11,4%","R$ 1.058,30",sim,1.0
PED-103665,07/10/2024,Webcam HD,Áudio,SP,E-commerce,4,"R$ 303,36","8,0%","R$ 996,27",sim,4.0
